min_distance_depot,average_distance_depot,max_distance_depot,min_distance_nondepot,average_distance_nondepot,max_distance_nondepot,min_demand,average_demand,max_demand,num_customers,vehicle_capacity,best_objective_value,computational_time
42,397.9354839,737,10,523.1427816,1339,30,63.61290323,100,62,500,25052,4.058696508
64,469.3968254,914,13,511.7629288,1232,30,61.66666667,99,63,500,25378,4.257543325
43,550.5542169,1045,15,531.4114017,1241,31,65.93975904,100,83,300,43272,5.55783987
109,379.9555556,662,11,493.5181818,1141,36,67.64444444,99,45,300,17816,3.380047083
52,592.08,1022,20,562.1333333,1212,34,63.24,99,25,300,12133,3.803802729
115,595,1120,3,522.0396396,1286,31,65.04,99,75,300,41431,16.53054166
321,695.4666667,1024,20,599.1904762,1106,34,56.6,96,15,400,5905,8.624306679
210,574.0769231,1047,28,546.7051282,1185,50,72.69230769,100,13,400,5221,5.272499084
128,478.4794521,889,16,535.0064688,1277,31,64.01369863,100,73,300,36520,12.98367119
40,387.97,777,13,526.9757576,1373,31,65.24,99,100,500,40013,15.20989752
25,502.2307692,1048,9,506.9822115,1250,31,62.26153846,99,65,300,30242,10.44417286
29,498.4886364,955,10,523.0969175,1262,30,67.09090909,100,88,500,39197,12.94591522
22,664.3417722,1157,11,505.0866602,1158,32,66.03797468,98,79,500,34320,12.2503171
110,611.1555556,1094,29,504.6232323,1265,30,64.42222222,99,45,300,22544,7.758608818
17,560.2325581,1019,8,518.0924761,1371,30,63.20930233,99,86,500,38205,11.56935048
87,527.59375,915,24,553.983871,1165,31,64.46875,100,32,500,11632,4.260246038
75,694.4871795,1262,12,541.4558775,1230,30,67.24358974,99,78,400,41733,6.545669794
17,394.890411,759,6,521.5589802,1300,31,64.01369863,100,73,500,29223,5.647882223
24,407.0925926,917,26,506.955276,1315,30,65.14814815,100,54,300,22425,4.752994776
42,588.0377358,1174,16,507.5616836,1321,32,67.47169811,100,53,500,23144,4.487794638
102,474.1956522,931,9,535.5507246,1279,31,67.76086957,100,46,300,21435,4.163637638
43,625.5277778,1034,10,522.4057121,1250,30,66.43055556,100,72,400,33825,5.545058012
123,576.5,891,71,443.2222222,1005,30,68.3,98,10,500,3738,1.630861759
38,522.021978,996,4,505.9362637,1112,30,66.32967033,100,91,300,44957,6.877193928
241,474,707,49,584.8666667,1003,37,59.7,91,10,300,4320,1.690031767
81,392.6716418,631,10,526.7553143,1229,31,63.92537313,96,67,300,28986,5.344982862
66,381.4719101,761,11,488.6578141,1163,30,62.73033708,99,89,300,37094,6.605413437
35,584.2164948,1152,5,508.8649055,1256,30,64.39175258,100,97,500,44292,7.212815285
142,643.2261905,1035,5,528.9331612,1222,30,66.9047619,100,84,400,42856,6.350051165
160,595.0540541,1085,28,518.0720721,1215,32,65.37837838,100,37,300,17236,3.638159037
105,521.7191011,952,9,512.8276302,1239,31,63.65168539,99,89,500,38503,6.275746107
6,381.637931,724,12,522.7610405,1287,31,61.98275862,100,58,300,23813,4.631371737
41,604.0169492,1059,10,496.4137931,1177,31,71.83050847,100,59,300,32955,6.741663456
48,468.7727273,938,5,473.2564103,1304,30,69.96969697,98,66,400,28520,5.405785561
146,509.6,942,36,482.7310345,1218,37,70.63333333,100,30,500,11345,2.822533846
78,803.0769231,1096,75,570.8717949,1092,40,66.92307692,95,13,400,6272,1.902346134
88,543.4189189,1123,3,517.7367642,1302,30,67.67567568,100,74,300,38780,5.851095915
16,495.5934066,977,6,551.9035409,1325,31,64.37362637,100,91,400,44675,6.660193682
109,668.2580645,1246,27,542.8795699,1333,31,61.35483871,100,31,300,15938,3.039361715
100,391.3,695,19,529.8888889,964,30,58.5,87,10,400,3469,1.845253229
43,495.9491525,925,8,490.3769725,1259,30,63.93220339,99,59,400,24703,5.408059835
59,667.2375,1142,4,516.9648734,1165,30,67.1875,100,80,500,40580,5.74167347
100,572.5,980,23,569.9146515,1200,31,64.44736842,100,38,500,15878,3.671530724
118,450.4423077,857,9,558.6613876,1193,31,62.67307692,99,52,400,22175,5.057884693
29,417.2659574,751,4,553.9114619,1335,31,68.67021277,100,94,500,40173,6.548929453
29,643.3010753,1071,6,468.9280037,1264,30,64.92473118,100,93,300,49961,6.694055796
59,383.25,706,34,510.2195767,1270,34,63.35714286,94,28,500,8640,2.641687155
113,445.5238095,822,11,539.775842,1306,32,68.80952381,99,42,400,17155,3.696857691
163,398.2142857,681,36,538.5634921,1124,31,61.60714286,100,28,500,9382,2.822090864
50,644.8,1177,9,543.1216327,1156,30,65.5,100,50,300,28185,4.171000242
117,518.2432432,949,21,523.6934469,1261,31,68.28378378,99,74,400,34800,5.76237607
86,437.1692308,817,12,490.7682692,1253,31,65.2,99,65,500,23678,5.113161564
24,517.5625,1013,8,499.7574561,1222,30,65.91666667,100,96,400,44609,7.130605936
45,633.030303,1154,16,583.1401515,1284,30,68.21212121,98,33,400,14605,3.335933447
42,418,716,60,453.3516484,941,31,58.85714286,98,14,500,4018,2.087336063
93,643.6338028,1169,16,501.7577465,1186,30,69.12676056,100,71,300,41319,5.932664394
282,738.44,1243,38,535.2766667,1089,36,64.92,99,25,500,9715,2.711945534
564,746.5,981,70,444.0444444,993,34,53.8,95,10,400,4249,1.627149582
60,660.72,1104,28,484.7333333,1066,35,64.36,99,25,500,9151,2.837582827
95,600.1956522,1019,6,519.0396135,1270,33,65.23913043,100,46,500,18135,4.151474714
106,411.6986301,760,4,520.9912481,1352,30,63.79452055,100,73,500,27347,5.528737068
99,409.5348837,656,9,529.6079734,1151,30,69.23255814,99,43,300,17349,3.806036711
93,407.6363636,875,31,442.3463203,1060,30,67.59090909,97,22,400,7038,2.432027578
144,551.2941176,864,21,516.5525847,1235,35,64.02941176,98,34,400,13810,3.30412221
24,437.765625,829,15,530.2589286,1252,33,67.1875,97,64,300,29601,5.793173075
20,709.6981132,1147,16,521.9179971,1161,30,67.01886792,100,53,400,25703,4.519275188
153,527.56,926,23,533.8966667,1097,31,58.8,95,25,500,7740,2.816106558
48,412.2916667,901,6,516.057903,1253,30,62.94444444,100,72,300,32462,6.71398592
65,581.880597,1060,1,547.648123,1226,32,67.44776119,99,67,400,32190,5.778655291
49,533.2580645,959,28,536.1311475,1254,30,62.62903226,99,62,500,26319,5.013830185
145,566.8571429,941,48,470.3406593,1088,36,61.5,92,14,500,4739,1.912732601
78,678.0860215,1175,3,534.4656381,1293,31,66.27956989,100,93,500,44941,6.782920599
46,438.1625,874,5,535.0357595,1217,30,61.5875,100,80,400,34570,5.819789648
58,628.625,1164,35,496.9072581,1283,31,66.84375,100,32,300,15696,3.203549623
67,615,1085,6,502.6289562,1256,30,65.10909091,99,55,500,24164,4.386432409
40,650.9534884,1259,45,520.0232558,1286,31,66.76744186,100,43,300,23367,3.776282549
84,604.0188679,1124,20,500.6872279,1240,31,68.62264151,100,53,300,27759,4.159759998
23,590.0615385,1032,7,520.5288462,1244,33,69.21538462,100,65,500,26944,5.211924553
36,488.2674419,912,2,495.9422709,1309,30,67.65116279,100,86,500,32699,6.841429234
97,555.8815789,1022,7,551.6210526,1280,30,63.18421053,100,76,400,36063,5.796695709
24,412,879,9,520.2544628,1247,30,64.91139241,99,79,400,33313,5.771326303
71,357.0909091,652,133,508.8181818,1036,32,71.90909091,100,11,400,3904,2.621646643
149,454.8666667,738,9,495.5793103,1193,32,69.93333333,99,30,400,10855,4.854223728
34,414.6630435,857,7,510.387721,1319,30,70.52173913,100,92,400,40348,7.826542139
56,527.7671233,927,13,499.3554033,1199,31,63.52054795,100,73,500,31316,5.074095726
12,460.2727273,849,15,519.5475051,1268,31,62.51948052,99,77,300,34935,5.40690589
44,558.1282051,1084,3,532.6207827,1161,34,65.33333333,98,39,400,16857,3.171182632
36,538.2666667,987,5,526.8966292,1238,30,65.57777778,99,90,500,38486,5.859647512
33,405.56,849,13,525.89,1122,30,64.52,100,25,500,7507,2.466608763
89,543.4210526,849,10,527.871345,1136,32,64.26315789,95,19,400,6495,2.038853407
114,507.6144578,973,4,510.8709962,1218,30,63.44578313,100,83,300,40667,5.971584558
26,670.4626866,1164,14,557.9045681,1302,31,66.53731343,99,67,400,35720,4.893199444
78,536.3076923,1091,13,519.7402597,1299,30,65.12820513,100,78,500,35177,5.351958275
35,626.475,1099,13,526.3487179,1103,31,61.05,100,40,500,16559,3.398056507
89,461.38,880,23,533.5036735,1248,31,65.48,99,50,400,21089,4.007703781
24,496.9462366,968,3,546.0371669,1306,30,64.94623656,100,93,500,40249,7.005013466
214,586.9090909,938,118,538.8909091,996,32,66.81818182,93,11,300,5327,2.894343853
107,501.5102041,920,21,519.1964286,1171,30,61.51020408,99,49,500,20147,6.397860765
154,527.04,879,15,581.64,1215,32,65.52,99,25,400,9956,2.765416861
51,514.173913,864,32,491.4071146,1222,33,70.82608696,99,23,300,9759,3.583750486
75,413.7384615,751,9,531.2807692,1159,30,60.16923077,92,65,400,25469,13.88707542
102,666.173913,1099,31,523.3636364,1056,31,62.04347826,97,23,500,8597,5.002136946
197,497.6363636,748,106,555.3454545,1040,30,66.45454545,98,11,400,4325,1.987861872
46,575.6904762,1142,33,528.8199768,1281,31,67.47619048,98,42,500,15967,6.739145994
18,557.3043478,1041,14,504.3900256,1179,30,65.63768116,100,69,400,32116,10.32309437
21,588.6046512,1173,9,492.4109439,1299,30,66.44186047,99,86,400,41442,11.94216657
67,501.3846154,893,32,429.2948718,841,44,68.38461538,91,13,400,4307,4.697311163
89,421.3066667,912,6,496.7063063,1243,30,61.81333333,99,75,400,29071,13.57723141
32,558.2325581,1038,12,532.9025471,1243,30,63.48837209,99,43,500,16603,8.297252655
89,538.8636364,1021,6,510.0652681,1223,30,68,100,66,500,27023,13.07252216
123,794.7954545,1204,12,577.2135307,1291,31,64.97727273,100,44,400,22576,6.827094793
59,383.4166667,547,63,477.4545455,913,42,65,99,12,400,3631,2.889343023
74,476.8275862,952,9,537.8666132,1347,31,63.33333333,100,87,500,35505,20.67317033
10,552.2352941,949,31,547.254902,1132,31,63.02941176,100,34,500,13413,5.056107521
59,482.3142857,988,6,541.636853,1253,30,65.41428571,100,70,300,34622,5.468871593
50,444,773,29,533.1614402,1283,30,70.71428571,100,42,300,17736,5.147075891
31,628.5306122,1168,5,524.0153061,1252,32,66.65306122,99,49,300,27174,5.318957329
49,504.5625,929,5,537.9835526,1230,32,64.89583333,99,96,400,46880,7.387774467
55,592.72,1180,13,530.3095495,1337,30,62.72,100,75,400,34820,6.279408455
75,464.9375,802,41,470.5666667,1039,31,66.375,99,16,500,4586,4.012700558
73,455.0181818,952,14,509.7892256,1314,30,62.32727273,97,55,300,24561,5.137079954
87,430.2307692,757,50,543.5769231,1075,33,70.15384615,99,13,300,5199,1.695028305
44,589.4893617,1020,11,521.4930222,1215,32,65.19148936,100,94,400,47409,6.58522892
269,525.2941176,976,39,498.1323529,1117,37,64.29411765,98,17,300,6893,1.792970896
166,599.7692308,1196,152,548.9871795,1064,32,63.76923077,94,13,500,5072,1.824955225
75,441.94,847,6,518.6090909,1246,30,65.32,100,100,400,44349,8.347223997
148,699.65625,1262,10,482.7767857,1175,30,66.484375,97,64,300,37210,6.585233927
108,534.9101124,1031,6,509.0227273,1319,30,66.52808989,100,89,500,38493,6.359361172
34,436.7263158,781,6,531.5227324,1243,30,64.45263158,99,95,400,42028,6.707183361
94,586.3283582,1100,14,550.7412935,1361,30,68.3880597,100,67,400,32855,5.556820154
27,624.09375,1195,1,519.9449405,1216,31,68.4375,100,64,300,36052,4.875211954
124,404,793,21,528.0473118,1341,32,67.22580645,93,31,400,10906,2.777430296
76,566.5135135,963,13,499.4194743,1236,31,65.7027027,100,74,400,34928,5.252014637
64,679.4025974,1128,12,517.1483254,1275,30,65.5974026,100,77,400,37430,5.693762064
548,924,1200,55,354.3111111,746,37,72.9,98,10,400,5000,1.791975498
148,477.122807,892,3,509.4461153,1151,30,65.84210526,98,57,300,26759,4.442478657
87,436.9333333,752,61,463.8,884,33,56.46666667,84,15,300,5001,1.872925758
61,374.3333333,630,15,515.1368631,1235,31,65.61538462,100,78,300,32804,5.63977313
37,408.3220339,822,12,535.1402688,1289,30,66.66101695,100,59,400,24048,4.796256304
13,541.6703297,1035,4,556.979243,1331,30,64.26373626,100,91,500,44094,7.028998852
330,667.4705882,1080,48,420.4779412,899,31,64.52941176,97,17,400,6663,2.050805092
53,383.5,781,10,473.7971751,1217,31,65.46666667,97,60,500,21479,5.802680492
103,646.6111111,1094,7,583.9555556,1180,31,68.11111111,100,36,400,17765,3.567977905
168,736.6060606,1158,21,536.0965909,1209,33,67.57575758,100,33,400,15312,3.056269407
45,372.0666667,822,8,492.6846847,1293,30,66.30666667,99,75,400,28883,5.483862162
77,712.5833333,1314,3,525.8828947,1361,30,63.875,99,96,400,48115,6.996998549
55,477.0481928,931,19,525.3191302,1266,30,63.89156627,99,83,500,35149,6.327380419
25,410.5098039,770,21,552.9035294,1350,30,65.58823529,97,51,300,23235,4.445458889
81,623.2424242,1186,26,548.5132576,1214,33,64.36363636,97,33,300,17386,3.323116779
141,633.7222222,1041,24,531.2809524,1189,31,68.69444444,100,36,500,14990,3.250141382
66,476.0344828,960,3,501.2127773,1206,31,64.52873563,99,87,400,38709,6.447309971
85,662.5517241,1054,17,493.9458128,1154,33,57.65517241,100,29,500,11013,3.245141745
48,553.3939394,915,12,563.1136364,1250,30,61.72727273,99,33,400,13737,3.250160217
116,596.6976744,1022,10,532.9833887,1286,30,64.41860465,99,43,500,16929,3.985719442
41,497.2790698,997,14,499.5204873,1072,30,64.74418605,100,43,300,17683,3.635919333
40,548.1973684,1048,3,514.5652632,1333,32,68.94736842,100,76,500,33290,5.659784317
41,530.765625,1051,9,527.2738095,1279,30,57.65625,99,64,500,26082,5.446883202
61,603.2972973,1224,20,509.120696,1284,30,63.31081081,100,74,500,31560,5.476866007
18,383.8,660,14,523.4180791,1198,31,61.31666667,99,60,400,23382,5.940602541
135,453.9677419,817,18,502.5053763,1162,32,64.90322581,93,31,400,11230,3.808820009
141,622.5306122,1059,5,542.5408163,1195,30,65.48979592,99,49,400,23606,5.501852989
153,415.7142857,829,5,491.8809524,1057,31,63.23809524,97,21,300,8304,4.104651213
112,590,968,56,537.1157895,1069,32,63.55,91,20,300,9409,4.23857522
12,401.8829787,770,8,528.4964539,1245,31,63.5106383,99,94,300,44246,11.26455736
130,622.1538462,905,62,581.1923077,1066,30,57.38461538,88,13,400,4927,4.296540499
109,411.0416667,645,35,548.3623188,1087,30,65.54166667,96,24,300,8342,4.516415596
112,469.4588235,885,12,523.3927171,1271,30,64.67058824,99,85,500,36567,6.175464153
150,473.8235294,849,22,511.6911765,1057,33,56.94117647,94,17,500,5375,2.08780241
69,521.6551724,1044,5,574.5812808,1325,32,61.89655172,94,29,500,10065,2.702452421
82,405.9215686,805,16,474.7364706,1174,31,63.68627451,100,51,500,17633,4.205574989
28,369.1149425,686,3,508.698209,1270,30,63.20689655,100,87,300,37125,6.320382833
51,517.7575758,1018,9,511.0865801,1251,30,66.35353535,100,99,400,47519,7.347776175
419,826.55,1110,7,480.8157895,945,34,59.05,91,20,300,10796,2.642489195
29,659.7977528,1223,6,511.9476507,1226,30,58.98876404,96,89,500,40654,6.56324482
134,441.6304348,915,12,557.8067633,1312,30,68.56521739,100,46,300,21072,3.428039551
24,415.5505618,872,11,502.1521961,1273,31,62.33707865,100,89,400,36145,5.782690763
10,538.3142857,1003,20,494.3556936,1219,32,65.37142857,100,70,500,27176,5.579808712
125,385.6904762,773,10,518.5075494,1323,32,69.73809524,100,42,400,14612,3.895771265
55,403.6341463,740,15,537.0853659,1251,33,64.29268293,100,41,500,16232,4.320527315
115,489.7142857,911,6,534.8345865,1281,30,65.19480519,98,77,300,35297,5.286976337
79,506.5802469,922,10,525.816358,1263,31,63.55555556,100,81,500,36545,5.699739218
82,471,867,32,500.0185185,1140,34,68.32142857,99,28,300,11507,2.836377621
69,535.4210526,1029,16,504.3377193,1250,31,60.70175439,97,57,500,21948,4.099674702
161,620.8888889,839,3,463.5359477,973,30,59.72222222,96,18,500,6339,1.974889517
18,566.6666667,1019,22,516.0959041,1264,30,65.79487179,100,78,500,35601,5.2879951
59,451.3777778,868,23,519.879798,1184,30,67.6,100,45,400,18390,3.994714975
14,465.4242424,943,4,539.17669,1230,30,64.1969697,98,66,400,28382,4.222584009
121,540.6086957,884,22,482.3399209,1120,39,73.26086957,96,23,500,8374,2.536550522
21,358.4761905,618,14,474.7593446,1200,30,61.15873016,95,63,300,23798,4.397486925
44,453.0597015,887,11,537.3573044,1313,30,64.58208955,99,67,400,30716,5.37092948
82,423.5773196,809,8,535.8878866,1378,30,65.41237113,100,97,500,40764,6.416349411
80,430.1875,749,27,556.7681452,1258,31,67.59375,100,32,300,12564,2.809392452
34,441.3728814,899,9,541.0414962,1236,31,62.83050847,99,59,500,23604,4.972154379
200,705.6363636,1263,92,594.4727273,1098,30,54.54545455,86,11,400,5020,1.831951618
28,754.7910448,1275,3,510.4853008,1248,31,66.7761194,98,67,400,37091,5.332947254
68,618.1975309,1074,16,488.7243827,1208,30,61.83950617,100,81,500,37275,6.838108301
22,603.8777778,1126,10,493.1540574,1225,31,67.3,100,90,300,49426,7.031975031
99,453.8181818,792,36,526.1558442,1144,39,69.13636364,96,22,400,8291,2.366644859
81,540.6046512,970,24,505.0730897,1119,31,67.11627907,99,43,300,20805,3.539974213
26,593.4,1097,14,503.2537374,1295,30,66.26,100,100,500,46253,6.741143465
146,515.6818182,973,18,554.5687104,1329,30,65.56818182,100,44,400,18731,4.899196625
110,520.3833333,965,11,486.1774011,1197,30,62.83333333,100,60,500,23575,4.795255423
116,509.8,838,27,493.8833333,1129,30,68.96,100,25,500,8519,2.343657017
86,620.98,1122,13,511.9460606,1252,30,63.49,99,100,400,51225,6.784121037
33,426.3278689,868,7,546.4486339,1299,34,62.73770492,100,61,400,24671,5.160051346
34,477.76,937,9,523.809697,1291,31,63.56,100,100,300,50306,8.451162338
51,539.8214286,979,13,481.6084656,1052,30,61.75,94,28,400,10235,2.634492874
30,488.8148148,925,28,538.4074074,1173,32,66.40740741,97,27,300,12001,2.744449377
49,610.1692308,1009,6,509.8697115,1186,31,70.61538462,100,65,300,35083,4.787261486
30,483.4444444,865,18,495.2711391,1204,30,61.07407407,100,54,300,24187,4.449470043
138,587.597561,1049,3,501.0641373,1197,31,64.81707317,99,82,500,34588,5.576809883
94,530.1162791,1003,13,485.8438538,1120,30,62.62790698,100,43,300,18984,3.79582715
124,513.3684211,1009,45,491.9883041,1053,33,65.78947368,95,19,400,6984,2.006848574
152,521.5384615,932,94,508.2820513,1172,48,75.53846154,97,13,300,6052,1.573099852
93,477.2528736,992,7,543.6332531,1329,30,66.02298851,100,87,300,43334,6.163473368
42,571.1285714,1036,5,543.4285714,1338,30,67,100,70,500,32996,6.791114807
86,508.3714286,919,12,538.8057971,1348,32,69.25714286,100,70,500,30013,4.850226641
62,355.8452381,707,9,491.1569134,1269,30,63.85714286,100,84,300,34057,6.097511292
82,613.625,1111,2,523.718038,1193,31,66.45,100,80,500,37491,5.45189929
188,630.6724138,1126,14,548.6346038,1235,32,63.93103448,99,58,400,29586,4.739288092
85,354.8947368,627,33,494.2019915,1165,31,69.86842105,98,38,300,14676,3.148179293
59,588.75,955,42,477.1212121,897,34,57.16666667,98,12,400,4112,1.581094027
86,516.5185185,989,23,518.0076869,1297,30,62.57407407,96,54,300,24476,4.151624441
174,674.0909091,1123,27,517.3371212,1060,33,68.39393939,100,33,300,17421,2.730456352
22,620.2592593,1149,13,552.7663818,1146,30,63,100,27,300,13564,2.275680065
12,535.3146067,1040,12,519.4338611,1340,30,65.02247191,100,89,400,42848,6.215464592
47,408.4081633,678,9,554.6036188,1260,30,62.46938776,99,98,400,44701,6.939029455
165,575.962963,983,30,537.5954416,1178,30,55.88888889,100,27,300,11566,2.834377289
108,548.0517241,1019,21,537.0955838,1220,30,66.25862069,99,58,500,23705,5.56281805
159,574.2173913,1171,43,534.229249,1229,30,61,97,23,400,9339,2.787405729
23,458.2459016,864,5,529.0961749,1287,31,65.08196721,100,61,500,24765,6.519290686
22,558.2676056,1045,14,502.0454728,1204,30,62.11267606,99,71,500,29489,6.41732955
88,568.4782609,1000,12,529.4803922,1212,30,63.8115942,100,69,500,30994,5.644791365
69,483.6666667,868,17,599.9428571,1320,31,62,97,15,400,5146,1.76598835
175,530.125,935,24,585.8166667,1233,30,62.375,93,16,500,5428,2.062820673
89,594.9277108,1107,4,548.8145754,1284,30,62.71084337,100,83,400,40748,6.171469212
58,501.7948718,923,21,496.0863698,1200,33,65.1025641,99,39,400,15883,4.012701988
45,453.3763441,881,5,511.99813,1234,30,65.15053763,100,93,500,38401,6.774143219
30,458.7831325,1007,3,532.7167205,1313,31,62.03614458,100,83,300,37851,6.256415129
115,528.2258065,923,29,558.9139785,1279,30,58.03225806,91,31,500,11509,2.978292942
73,538.2564103,1044,20,561.5991903,1269,34,62.43589744,96,39,500,15099,3.334071636
76,508.4333333,987,23,526.7920904,1172,30,62.38333333,97,60,300,28145,5.042094707
47,465.6470588,940,26,555.5882353,1270,30,62.64705882,100,17,500,5073,2.068832874
